User_ID,Cust_Name,Product_ID,Gender,Age_Group,Age,Marital_Status,State,Zone,Occupation,Books,Orders,Amount
101618,Neha Gupta,2002,Male,36-45,19,Married,Gujarat,Central,Teacher,Ramayana,1,8854.81
101619,Sanjay Mehta,3419,Male,46-60,66,Single,West Bengal,West,Teacher,The God of Small Things,9,2816.7
101620,Deepak Choudhary,1700,Male,36-45,53,Divorced,Maharashtra,,Teacher,Malgudi Days,1,7435
101621,Sanjay Mehta,4787,Female,36-45,49,Divorced,Maharashtra,,Business,Train to Pakistan,6,6049.98
101622,Priya Verma,1515,Male,60+,54,Single,West Bengal,South,Engineer,Train to Pakistan,1,6049.98
101623,Arjun Reddy,3171,Other,,20,Single,Delhi,North,Business,A Suitable Boy,4,2590.53
101624,Neha Gupta,3912,,46-60,54,Divorced,Tamil Nadu,North,Artist,Gitanjali,1,7449.47
101625,Vikram Iyer,2384,Female,18-25,23,Married,Gujarat,Central,Teacher,The God of Small Things,6,2816.7
101626,Sanjay Mehta,1348,Other,60+,28,Married,Delhi,North,Other,Midnight’s Children,7,2024.92
101627,Sanjay Mehta,1230,Other,46-60,27,Widowed,West Bengal,South,Engineer,Interpreter of Maladies,9,6889.31
101628,Kavita Joshi,4539,Female,36-45,60,Widowed,West Bengal,South,Business,The White Tiger,3,255.08
,Vikram Iyer,1470,Male,36-45,63,Widowed,West Bengal,East,Doctor,Train to Pakistan,3,6049.98
101630,Neha Gupta,3271,Female,46-60,19,Divorced,Delhi,North,Engineer,The White Tiger,9,255.08
101631,Amit Sharma,2312,Other,60+,69,Married,Karnataka,,Artist,Interpreter of Maladies,2,6889.31
101632,Rahul Singh,4516,Female,36-45,41,Divorced,Gujarat,East,Business,A Suitable Boy,2,2590.53
101633,Anjali Nair,4804,Female,36-45,51,Widowed,Delhi,Central,Teacher,A Suitable Boy,8,2590.53
101634,Anjali Nair,1058,Male,26-35,45,Single,Maharashtra,North,Artist,A Suitable Boy,7,2590.53
101635,Sanjay Mehta,1851,Female,46-60,45,Married,UP,Central,Engineer,A Suitable Boy,7,2590.53
101636,Vikram Iyer,1495,Male,26-35,54,Divorced,Gujarat,West,Business,Malgudi Days,1,7435
101637,Neha Gupta,1115,Other,36-45,39,Widowed,West Bengal,,Engineer,The God of Small Things,5,2816.7
101638,Kavita Joshi,1357,Other,26-35,64,Single,Karnataka,Central,Other,The Guide,7,4147.26
,Vikram Iyer,4437,Female,60+,63,Married,Tamil Nadu,Central,Artist,The White Tiger,9,255.08
101640,Sanjay Mehta,3773,Female,18-25,54,Married,Maharashtra,North,Business,The White Tiger,2,255.08
101641,Deepak Choudhary,3945,Female,36-45,59,Divorced,Tamil Nadu,North,Other,Gitanjali,6,7449.47
101642,Amit Sharma,2216,Other,36-45,66,Divorced,Karnataka,Central,Engineer,Train to Pakistan,9,6049.98
101643,Kavita Joshi,2173,Male,26-35,45,Single,Karnataka,Central,Artist,Ramayana,7,8854.81
101644,Amit Sharma,4638,Other,60+,49,Divorced,Tamil Nadu,East,Other,Train to Pakistan,5,6049.98
,Vikram Iyer,3603,Male,60+,46,Widowed,UP,East,Other,Midnight’s Children,9,2024.92
101646,Deepak Choudhary,3833,Female,36-45,27,Single,Tamil Nadu,,Business,Ramayana,5,8854.81
101647,Rahul Singh,1065,Female,36-45,58,Married,Maharashtra,East,Doctor,Midnight’s Children,7,2024.92
101648,Amit Sharma,1586,Female,46-60,53,Divorced,Tamil Nadu,West,Teacher,Train to Pakistan,9,6049.98
101649,Anjali Nair,4408,Male,60+,46,Divorced,Tamil Nadu,South,Teacher,Midnight’s Children,8,2024.92
101650,Kavita Joshi,,,18-25,31,Single,Karnataka,North,Business,Malgudi Days,3,7435
101651,Kavita Joshi,2650,Other,60+,27,Divorced,Tamil Nadu,South,Business,Malgudi Days,4,7435
101652,Rahul Singh,1572,Male,36-45,60,,,,Other,The White Tiger,2,255.08
101653,Amit Sharma,1101,Male,60+,30,Widowed,UP,Central,Artist,The White Tiger,3,255.08
101654,Sanjay Mehta,1906,Male,26-35,30,,Maharashtra,West,Engineer,The White Tiger,9,255.08
101655,Priya Verma,1634,Male,36-45,68,Divorced,West Bengal,Central,Business,The God of Small Things,6,2816.7
101656,Arjun Reddy,4808,,,54,Divorced,Karnataka,East,Artist,Gitanjali,5,7449.47
101657,Sanjay Mehta,1260,Other,26-35,36,Widowed,Delhi,West,Artist,The Guide,5,4147.26
101658,Amit Sharma,1321,Other,60+,53,Widowed,Karnataka,Central,Engineer,The God of Small Things,8,2816.7
101659,Neha Gupta,1199,Other,60+,58,Single,Delhi,East,Artist,A Suitable Boy,2,2590.53
101660,Vikram Iyer,2181,Other,18-25,44,Single,Delhi,Central,Teacher,Malgudi Days,3,7435
101661,Vikram Iyer,2978,Male,46-60,32,Divorced,Delhi,West,Other,The White Tiger,6,255.08
101662,Rahul Singh,4974,Male,46-60,55,Married,Karnataka,East,Doctor,Train to Pakistan,8,6049.98
101663,Rahul Singh,3673,Other,60+,23,Married,Karnataka,North,Teacher,Train to Pakistan,4,6049.98
101664,Vikram Iyer,1242,Male,26-35,58,Single,West Bengal,North,Engineer,Gitanjali,1,7449.47
101665,Anjali Nair,4914,Other,26-35,43,Divorced,UP,Central,,Ramayana,9,8854.81
101666,Deepak Choudhary,4688,Other,36-45,58,Divorced,Gujarat,West,Other,The Guide,2,4147.26
101667,Sanjay Mehta,4310,Female,26-35,18,Married,Tamil Nadu,West,Doctor,The White Tiger,2,255.08
101668,Neha Gupta,3725,Male,26-35,25,Widowed,Karnataka,North,Doctor,The God of Small Things,7,2816.7
101669,Neha Gupta,4969,Male,18-25,66,Single,Maharashtra,North,Other,Gitanjali,6,7449.47
101670,Anjali Nair,4110,Male,60+,63,Single,Karnataka,South,Other,Midnight’s Children,4,2024.92
101671,Sanjay Mehta,3103,Male,,48,Widowed,UP,South,Business,The Guide,1,4147.26
101672,Deepak Choudhary,4537,Other,60+,47,Single,Gujarat,South,Artist,Ramayana,3,8854.81
101673,Arjun Reddy,4660,Female,,,Divorced,Gujarat,,Other,Midnight’s Children,1,2024.92
101674,Rahul Singh,3257,Male,36-45,30,Married,,Central,Doctor,The Guide,5,4147.26
101675,Kavita Joshi,4810,Other,36-45,62,Single,Tamil Nadu,East,Other,Interpreter of Maladies,5,6889.31
101676,Rahul Singh,3628,Other,46-60,18,Single,Karnataka,West,Engineer,Interpreter of Maladies,2,6889.31
101677,Priya Verma,4059,Other,60+,18,Single,UP,Central,Engineer,Malgudi Days,2,7435
101678,Sanjay Mehta,3303,Female,36-45,60,Widowed,Gujarat,East,Business,The God of Small Things,6,2816.7
101679,Anjali Nair,4830,Female,18-25,33,,Delhi,South,Doctor,Ramayana,,8854.81
101680,Anjali Nair,2186,Male,60+,28,Widowed,West Bengal,North,Doctor,Train to Pakistan,6,6049.98
101681,Arjun Reddy,4506,Other,46-60,68,Divorced,West Bengal,East,Business,The Guide,5,4147.26
101682,Sanjay Mehta,2615,Female,36-45,31,Widowed,Karnataka,West,Doctor,Ramayana,8,8854.81
101683,Rahul Singh,4346,Male,26-35,54,,Delhi,,Teacher,Malgudi Days,7,7435
101684,Rahul Singh,2528,Other,18-25,36,Divorced,Gujarat,North,Doctor,The White Tiger,6,255.08
,Deepak Choudhary,1091,Other,26-35,29,Married,West Bengal,North,Business,Ramayana,4,8854.81
101686,Kavita Joshi,2291,Female,46-60,55,Single,Delhi,Central,Engineer,The White Tiger,6,255.08
101687,Priya Verma,4303,Female,36-45,50,Married,Maharashtra,Central,Business,The God of Small Things,5,2816.7
101688,Priya Verma,2086,Female,46-60,,Married,Maharashtra,Central,Other,A Suitable Boy,5,2590.53
101689,Anjali Nair,4230,Male,46-60,31,Single,Gujarat,Central,Engineer,Ramayana,3,8854.81
101690,Arjun Reddy,1938,Male,,52,Married,Karnataka,West,Other,Midnight’s Children,7,2024.92
101691,Vikram Iyer,3044,Female,46-60,29,Divorced,Gujarat,North,Engineer,The God of Small Things,1,2816.7
,Rahul Singh,2464,Female,60+,,Divorced,Tamil Nadu,Central,Doctor,A Suitable Boy,3,2590.53
101693,Vikram Iyer,1327,Male,,64,Married,Gujarat,Central,Other,A Suitable Boy,,2590.53
101694,Amit Sharma,2979,Male,46-60,64,Widowed,UP,North,Doctor,Gitanjali,5,7449.47
101695,Anjali Nair,4805,Female,26-35,65,Married,UP,West,Teacher,The God of Small Things,2,2816.7
101696,Sanjay Mehta,1934,Female,18-25,36,Married,,West,Engineer,A Suitable Boy,5,2590.53
101697,Arjun Reddy,3160,Other,60+,26,Widowed,Maharashtra,North,Teacher,Interpreter of Maladies,7,6889.31
101698,Arjun Reddy,4368,Female,36-45,45,Widowed,Gujarat,East,Artist,Ramayana,7,8854.81
101699,Sanjay Mehta,3495,Female,60+,30,Married,UP,South,Business,Interpreter of Maladies,1,6889.31
101700,Arjun Reddy,3424,Female,26-35,35,Divorced,Delhi,East,Doctor,The White Tiger,9,255.08
101701,Priya Verma,4478,Female,60+,26,Widowed,Delhi,Central,,Interpreter of Maladies,4,6889.31
101702,Deepak Choudhary,3734,Female,26-35,36,Divorced,Delhi,South,Artist,Malgudi Days,7,7435
101703,Vikram Iyer,1121,Male,46-60,64,Single,Tamil Nadu,East,Engineer,Malgudi Days,4,7435
101704,Amit Sharma,1925,,,34,Widowed,West Bengal,Central,Doctor,A Suitable Boy,1,2590.53
101705,Deepak Choudhary,,Other,60+,44,Widowed,Gujarat,West,Doctor,Midnight’s Children,4,2024.92
,Vikram Iyer,1282,Female,26-35,50,Divorced,Tamil Nadu,Central,Artist,A Suitable Boy,4,2590.53
101707,Amit Sharma,4340,,60+,52,Divorced,Karnataka,South,,Midnight’s Children,9,2024.92
101708,Rahul Singh,3575,Female,26-35,59,Widowed,Maharashtra,Central,Teacher,Interpreter of Maladies,7,6889.31
101709,Arjun Reddy,1778,Female,60+,47,Divorced,Tamil Nadu,West,Other,Interpreter of Maladies,4,6889.31
101710,Rahul Singh,2011,,36-45,66,Married,Gujarat,East,Other,Interpreter of Maladies,9,6889.31
101711,Rahul Singh,3631,Other,60+,65,Single,Gujarat,North,Teacher,The Guide,9,4147.26
101712,Rahul Singh,2078,Male,60+,69,Single,Gujarat,Central,Other,A Suitable Boy,7,2590.53
101713,Deepak Choudhary,1149,Male,26-35,,,West Bengal,West,Engineer,The White Tiger,6,255.08
101714,Anjali Nair,4625,Female,18-25,,Single,Maharashtra,North,Other,The White Tiger,6,255.08
,Vikram Iyer,3913,Other,18-25,43,Single,Gujarat,West,Business,A Suitable Boy,8,2590.53
101716,Deepak Choudhary,,Female,,26,Married,Karnataka,East,Business,Ramayana,6,8854.81
,Amit Sharma,2668,Male,60+,23,Divorced,West Bengal,South,Other,Malgudi Days,8,7435
101718,Neha Gupta,,Female,36-45,52,Divorced,Maharashtra,West,Artist,A Suitable Boy,4,2590.53
101719,Deepak Choudhary,2233,Other,36-45,26,Widowed,,West,Other,Train to Pakistan,8,6049.98
101720,Vikram Iyer,2099,Other,18-25,39,Single,Karnataka,East,Teacher,The God of Small Things,3,2816.7
101721,Priya Verma,3766,Male,26-35,31,Single,Gujarat,South,Engineer,A Suitable Boy,4,2590.53
101722,Amit Sharma,1124,Other,46-60,47,Divorced,Tamil Nadu,East,Engineer,The God of Small Things,2,2816.7
101723,Rahul Singh,3507,Other,60+,28,,Delhi,Central,Teacher,Malgudi Days,3,7435
101724,Vikram Iyer,3427,Female,60+,19,Divorced,Gujarat,Central,Engineer,Midnight’s Children,2,2024.92
101725,Sanjay Mehta,3027,Male,18-25,51,Single,Gujarat,Central,Artist,Midnight’s Children,3,2024.92
101726,Deepak Choudhary,1852,Male,60+,34,Single,UP,South,Artist,Gitanjali,1,7449.47
101727,Priya Verma,4332,Male,36-45,68,,Maharashtra,North,Artist,Midnight’s Children,9,2024.92
101728,Amit Sharma,2017,Female,60+,69,Widowed,Gujarat,East,Teacher,Malgudi Days,4,7435
101729,Priya Verma,1314,Female,46-60,58,Married,Gujarat,East,Other,The God of Small Things,1,2816.7
101730,Sanjay Mehta,3317,Other,46-60,22,Single,Delhi,East,Artist,The Guide,1,4147.26
101731,Anjali Nair,2605,Male,46-60,,Divorced,Karnataka,North,Doctor,Train to Pakistan,2,6049.98
101732,Deepak Choudhary,2793,Male,46-60,42,Divorced,Tamil Nadu,South,Business,Ramayana,3,8854.81
101733,Priya Verma,4678,Female,26-35,51,Divorced,Maharashtra,West,Teacher,The God of Small Things,8,2816.7
101734,Rahul Singh,3934,Female,60+,49,Divorced,Delhi,Central,,Interpreter of Maladies,4,6889.31
101735,Sanjay Mehta,1132,Female,36-45,39,Divorced,Karnataka,North,Other,Ramayana,8,8854.81
,Deepak Choudhary,,Female,60+,60,Married,Gujarat,West,Artist,Ramayana,5,8854.81
101737,Anjali Nair,2383,Female,26-35,42,Married,West Bengal,North,Artist,The Guide,8,4147.26
101738,Priya Verma,4761,,60+,65,Widowed,Delhi,Central,Engineer,The God of Small Things,1,2816.7
101739,Arjun Reddy,1731,Other,26-35,50,Single,West Bengal,South,Doctor,Train to Pakistan,2,6049.98
101740,Priya Verma,2578,Female,,58,Single,Tamil Nadu,Central,Engineer,The White Tiger,6,255.08
101741,Arjun Reddy,3574,Male,46-60,56,Married,West Bengal,,Engineer,Ramayana,6,8854.81
101742,Sanjay Mehta,1591,Female,18-25,43,Widowed,Delhi,Central,Teacher,Malgudi Days,7,7435
101743,Rahul Singh,1332,Other,60+,37,Single,Karnataka,,Artist,A Suitable Boy,7,2590.53
101744,Neha Gupta,1431,Male,60+,49,Married,Tamil Nadu,Central,Teacher,Gitanjali,4,7449.47
101745,Priya Verma,1801,Other,,36,Divorced,,North,Doctor,A Suitable Boy,4,2590.53
101746,Kavita Joshi,1878,Other,36-45,69,Divorced,Gujarat,West,Teacher,Malgudi Days,1,7435
101747,Neha Gupta,1030,Male,18-25,52,Widowed,Delhi,Central,Engineer,Interpreter of Maladies,8,6889.31
101748,Priya Verma,2302,Male,60+,41,Single,Karnataka,South,Artist,Ramayana,,8854.81
101749,Deepak Choudhary,3227,Female,60+,22,Single,Delhi,East,Business,A Suitable Boy,1,2590.53
101750,Neha Gupta,4816,Female,60+,59,Widowed,Tamil Nadu,,Artist,Train to Pakistan,8,6049.98
101751,Rahul Singh,1483,Other,26-35,18,Divorced,,South,Doctor,The God of Small Things,4,2816.7
101752,Priya Verma,3963,Female,26-35,54,Divorced,West Bengal,South,Doctor,The White Tiger,9,255.08
101753,Priya Verma,2691,Other,60+,45,Single,Delhi,West,,Train to Pakistan,8,6049.98
101754,Deepak Choudhary,1301,Male,26-35,21,,Karnataka,East,,The Guide,9,4147.26
101755,Kavita Joshi,3751,Other,36-45,32,Married,Karnataka,North,Doctor,A Suitable Boy,1,2590.53
101756,Sanjay Mehta,3666,Male,46-60,,Married,Tamil Nadu,,Other,Gitanjali,9,7449.47
101757,Deepak Choudhary,4447,Female,18-25,48,Divorced,UP,East,Other,The Guide,7,4147.26
101758,Arjun Reddy,2649,,18-25,66,Married,Karnataka,West,Teacher,The God of Small Things,8,2816.7
101759,Neha Gupta,2118,Male,60+,50,Widowed,Maharashtra,West,Teacher,The Guide,6,4147.26
101760,Neha Gupta,4396,Female,26-35,26,Divorced,West Bengal,West,Teacher,The God of Small Things,7,2816.7
,Sanjay Mehta,1217,Female,36-45,50,Widowed,Gujarat,Central,Teacher,Gitanjali,6,7449.47
101762,Arjun Reddy,1055,Other,,21,Single,UP,East,Other,Ramayana,7,8854.81
101763,Arjun Reddy,1132,Female,18-25,57,Married,Karnataka,North,Teacher,A Suitable Boy,3,2590.53
101764,Amit Sharma,4299,Other,18-25,31,Married,Maharashtra,East,Doctor,Interpreter of Maladies,9,6889.31
101765,Neha Gupta,1885,Female,18-25,61,Divorced,,Central,Teacher,The Guide,3,4147.26
101766,Amit Sharma,4200,Male,46-60,20,Divorced,West Bengal,East,Business,The Guide,9,4147.26
101767,Anjali Nair,3828,Female,36-45,54,Widowed,Delhi,North,Other,The God of Small Things,5,2816.7
101768,Rahul Singh,3417,Female,36-45,24,Widowed,Tamil Nadu,West,Doctor,The White Tiger,8,255.08
101769,Deepak Choudhary,4252,Female,36-45,55,Married,Delhi,Central,Other,The White Tiger,5,255.08
101770,Anjali Nair,1243,Male,46-60,54,Married,Tamil Nadu,Central,Business,Interpreter of Maladies,2,6889.31
101771,Sanjay Mehta,2171,Other,36-45,29,Widowed,West Bengal,West,Doctor,The Guide,6,4147.26
,Anjali Nair,1890,Female,60+,22,Divorced,Delhi,East,Doctor,Train to Pakistan,1,6049.98
101773,Neha Gupta,2157,Other,36-45,66,Single,West Bengal,South,Teacher,Malgudi Days,4,7435
101774,Anjali Nair,3867,Other,18-25,19,Single,UP,East,Engineer,Malgudi Days,5,7435
101775,Priya Verma,3128,Male,36-45,62,Widowed,West Bengal,West,Artist,The Guide,4,4147.26
101776,Anjali Nair,1006,Male,60+,66,Widowed,Gujarat,Central,Doctor,Interpreter of Maladies,5,6889.31
101777,Amit Sharma,1309,Other,26-35,35,Married,,East,Business,Interpreter of Maladies,8,6889.31
101778,Vikram Iyer,3619,Male,18-25,47,Married,Gujarat,East,Business,The Guide,2,4147.26
101779,Priya Verma,3088,Other,36-45,64,Married,Gujarat,Central,Other,Ramayana,4,8854.81
101780,Vikram Iyer,3007,Female,46-60,46,Widowed,,South,Engineer,Midnight’s Children,4,2024.92
101781,Kavita Joshi,4243,Other,46-60,48,,West Bengal,East,Teacher,Ramayana,2,8854.81
101782,Vikram Iyer,1569,Male,,64,Single,UP,North,Doctor,Train to Pakistan,4,6049.98
101783,Rahul Singh,4320,Female,18-25,69,Single,Delhi,South,Teacher,The God of Small Things,2,2816.7
101784,Deepak Choudhary,2010,Male,18-25,49,Married,Tamil Nadu,East,Teacher,Gitanjali,6,7449.47
101785,Kavita Joshi,2703,Female,36-45,47,Divorced,Gujarat,North,Other,Malgudi Days,4,7435
101786,Kavita Joshi,4333,Female,60+,28,Widowed,Tamil Nadu,West,Engineer,The White Tiger,4,255.08
101787,Deepak Choudhary,4354,Male,46-60,,Married,Tamil Nadu,Central,Doctor,The White Tiger,4,255.08
101788,Kavita Joshi,4536,Other,60+,51,Married,Maharashtra,South,Business,A Suitable Boy,3,2590.53
101789,Vikram Iyer,4245,Male,26-35,65,Divorced,West Bengal,West,Other,Interpreter of Maladies,6,6889.31
101790,Priya Verma,2155,Other,18-25,49,Single,Karnataka,North,Teacher,The God of Small Things,2,2816.7
101791,Sanjay Mehta,3958,,36-45,26,Widowed,Tamil Nadu,South,Doctor,The God of Small Things,7,2816.7
101792,Arjun Reddy,4096,Other,26-35,44,Widowed,Gujarat,North,Other,A Suitable Boy,3,2590.53
101793,Arjun Reddy,1384,Female,46-60,58,Widowed,Karnataka,South,Other,Gitanjali,3,7449.47
101794,Priya Verma,3051,Male,46-60,40,Single,Karnataka,South,Engineer,A Suitable Boy,8,2590.53
,Rahul Singh,3227,Male,18-25,31,Single,UP,Central,Other,Interpreter of Maladies,2,6889.31
101796,Priya Verma,2782,Other,46-60,39,Divorced,West Bengal,East,Artist,Midnight’s Children,6,2024.92
101797,Deepak Choudhary,4768,Male,18-25,36,Divorced,Gujarat,East,Business,Midnight’s Children,9,2024.92
101798,Kavita Joshi,1650,Female,60+,60,Widowed,Maharashtra,North,Teacher,Ramayana,5,8854.81
101799,Neha Gupta,3885,Other,46-60,,,Gujarat,North,Artist,The God of Small Things,6,2816.7
101800,Amit Sharma,1564,Other,36-45,18,Single,Karnataka,West,Other,Midnight’s Children,3,2024.92
101801,Priya Verma,2272,Other,36-45,32,Divorced,Gujarat,Central,Teacher,Train to Pakistan,5,6049.98
101802,Amit Sharma,1245,Other,26-35,51,Married,West Bengal,West,Teacher,The Guide,3,4147.26
101803,Kavita Joshi,1393,Female,18-25,42,Divorced,Maharashtra,North,Other,Malgudi Days,9,7435
101804,Amit Sharma,3289,Male,46-60,33,Single,West Bengal,North,Artist,Gitanjali,5,7449.47
101805,Anjali Nair,1966,Male,18-25,51,Widowed,Maharashtra,West,Artist,Interpreter of Maladies,6,6889.31
101806,Deepak Choudhary,2958,Female,36-45,55,Married,UP,East,Artist,Ramayana,1,8854.81
101807,Deepak Choudhary,1765,Female,18-25,60,Divorced,Delhi,Central,Engineer,The Guide,5,4147.26
101808,Neha Gupta,1878,Male,60+,27,Widowed,Maharashtra,Central,Business,Malgudi Days,5,7435
101809,Anjali Nair,4214,Male,26-35,29,Widowed,UP,,Engineer,Malgudi Days,4,7435
101810,Amit Sharma,2840,Other,46-60,41,Married,Gujarat,North,Artist,The God of Small Things,2,2816.7
101811,Arjun Reddy,2765,Male,46-60,19,Divorced,UP,West,Teacher,Interpreter of Maladies,9,6889.31
,Rahul Singh,4183,Other,46-60,39,,Delhi,South,Business,Ramayana,6,8854.81
101813,Vikram Iyer,1002,Male,60+,44,Widowed,Delhi,North,Business,The White Tiger,5,255.08
101814,Amit Sharma,1895,Other,18-25,50,Divorced,Gujarat,Central,Other,Train to Pakistan,2,6049.98
101815,Priya Verma,1640,Other,46-60,29,Widowed,Delhi,North,Engineer,Ramayana,2,8854.81
101816,Amit Sharma,4918,Female,,43,Married,Delhi,East,Doctor,Ramayana,9,8854.81
101817,Vikram Iyer,4532,Male,60+,28,Married,Karnataka,East,Artist,The God of Small Things,2,2816.7
101818,Sanjay Mehta,1321,Male,36-45,69,Widowed,Gujarat,North,Other,Interpreter of Maladies,4,6889.31
101819,Amit Sharma,1694,,46-60,57,Divorced,Karnataka,East,Business,The White Tiger,2,255.08
101820,Priya Verma,3364,Male,46-60,47,Married,Delhi,West,Business,The God of Small Things,5,2816.7
101821,Arjun Reddy,4602,Other,26-35,32,Single,West Bengal,South,Teacher,Malgudi Days,3,7435
101822,Anjali Nair,2004,Female,46-60,23,Married,West Bengal,West,Business,Gitanjali,4,7449.47
101823,Rahul Singh,3659,Other,18-25,47,Single,,West,Artist,Train to Pakistan,5,6049.98
101824,Kavita Joshi,3254,Female,36-45,25,,UP,North,Other,Ramayana,4,8854.81
101825,Anjali Nair,3360,Female,46-60,66,Married,Tamil Nadu,East,Artist,Interpreter of Maladies,1,6889.31
,Anjali Nair,4400,Other,60+,38,Widowed,UP,South,Artist,The Guide,2,4147.26
101827,Priya Verma,4820,Other,46-60,59,Divorced,Maharashtra,South,Other,Midnight’s Children,7,2024.92
101828,Anjali Nair,4768,Other,18-25,32,Widowed,UP,South,Artist,Gitanjali,2,7449.47
101829,Deepak Choudhary,3883,Male,26-35,22,Married,Karnataka,North,Engineer,Gitanjali,2,7449.47
101830,Amit Sharma,1421,Female,18-25,43,Widowed,Karnataka,West,Artist,Midnight’s Children,9,2024.92
101831,Vikram Iyer,4469,Other,46-60,42,Single,Maharashtra,West,Business,Interpreter of Maladies,3,6889.31
101832,Priya Verma,,Female,26-35,36,Divorced,West Bengal,East,Teacher,Interpreter of Maladies,8,6889.31
101833,Neha Gupta,3400,Other,36-45,20,Widowed,UP,North,,A Suitable Boy,7,2590.53
101834,Rahul Singh,2099,Other,46-60,29,Widowed,West Bengal,South,Other,Ramayana,6,8854.81
,Anjali Nair,1875,Male,18-25,34,Divorced,West Bengal,North,Artist,The White Tiger,,255.08
101836,Priya Verma,1037,Female,18-25,34,Single,Maharashtra,South,Artist,Interpreter of Maladies,,6889.31
101837,Deepak Choudhary,4314,Female,60+,29,Married,Gujarat,West,Teacher,Malgudi Days,4,7435
101838,Rahul Singh,1554,Male,36-45,54,Single,Gujarat,South,Other,The White Tiger,9,255.08
101839,Kavita Joshi,1382,Other,46-60,55,Divorced,West Bengal,Central,Teacher,Malgudi Days,6,7435
101840,Sanjay Mehta,2087,Other,36-45,69,Single,West Bengal,South,Business,The White Tiger,1,255.08
101841,Kavita Joshi,4463,Other,36-45,59,Divorced,West Bengal,Central,Engineer,Malgudi Days,3,7435
,Anjali Nair,3794,Male,18-25,54,Married,Maharashtra,Central,Artist,Midnight’s Children,7,2024.92
101843,Neha Gupta,4010,Female,36-45,24,,West Bengal,East,Artist,Gitanjali,1,7449.47
101844,Neha Gupta,2525,Male,46-60,26,Widowed,,East,Engineer,Malgudi Days,7,7435
101845,Amit Sharma,4729,Other,18-25,52,Married,West Bengal,North,Engineer,Ramayana,2,8854.81
101846,Anjali Nair,4935,Other,46-60,18,Divorced,Delhi,Central,Teacher,Train to Pakistan,7,6049.98
101847,Priya Verma,3385,Female,46-60,57,Married,West Bengal,East,Doctor,The God of Small Things,7,2816.7
101848,Sanjay Mehta,4410,Male,18-25,58,Married,Tamil Nadu,South,Other,Malgudi Days,6,7435
101849,Kavita Joshi,,Other,36-45,,Divorced,Maharashtra,West,Artist,Malgudi Days,3,7435
101850,Vikram Iyer,1231,Female,46-60,66,,Tamil Nadu,East,Engineer,The God of Small Things,4,2816.7
101851,Rahul Singh,4121,,46-60,63,Widowed,West Bengal,Central,Other,The God of Small Things,2,2816.7
101852,Amit Sharma,4794,Male,46-60,58,Single,Delhi,North,Engineer,A Suitable Boy,5,2590.53
101853,Vikram Iyer,1909,Other,26-35,33,,Maharashtra,South,Business,A Suitable Boy,9,2590.53
101854,Neha Gupta,4517,Female,36-45,60,Married,Gujarat,East,Teacher,The White Tiger,4,255.08
101855,Kavita Joshi,1801,Other,26-35,28,,Gujarat,Central,Teacher,Train to Pakistan,8,6049.98
101856,Amit Sharma,4680,Female,60+,38,Divorced,Maharashtra,Central,Other,Malgudi Days,5,7435
,Rahul Singh,2867,Female,46-60,61,Widowed,Karnataka,Central,Teacher,Gitanjali,3,7449.47
101858,Sanjay Mehta,1320,Male,26-35,27,Married,West Bengal,East,Other,Midnight’s Children,2,2024.92
101859,Vikram Iyer,4350,,36-45,55,Single,West Bengal,East,Engineer,The White Tiger,6,255.08
101860,Amit Sharma,1143,Female,46-60,30,Widowed,Karnataka,Central,Other,Interpreter of Maladies,3,6889.31
101861,Deepak Choudhary,1512,Male,36-45,59,Widowed,,North,Artist,Malgudi Days,1,7435
,Amit Sharma,4646,Other,60+,52,Divorced,Gujarat,East,Doctor,Train to Pakistan,,6049.98
101863,Arjun Reddy,4033,Male,46-60,,Divorced,,North,Engineer,Interpreter of Maladies,4,6889.31
101864,Priya Verma,2418,Other,,,Divorced,Delhi,South,Business,A Suitable Boy,2,2590.53
101865,Deepak Choudhary,1662,Other,36-45,55,Widowed,Tamil Nadu,West,Teacher,Malgudi Days,,7435
101866,Anjali Nair,4098,Female,18-25,55,Single,UP,North,Doctor,A Suitable Boy,4,2590.53
,Amit Sharma,1822,Female,46-60,44,Divorced,Delhi,North,Teacher,Train to Pakistan,9,6049.98
101868,Arjun Reddy,4881,Male,60+,27,Married,Gujarat,North,Business,A Suitable Boy,2,2590.53
101869,Amit Sharma,2526,Male,60+,19,Single,,North,Engineer,A Suitable Boy,3,2590.53
101870,Arjun Reddy,3267,Male,18-25,25,Widowed,UP,North,Teacher,The God of Small Things,9,2816.7
101871,Deepak Choudhary,3706,Other,36-45,25,Divorced,Karnataka,South,Artist,A Suitable Boy,6,2590.53
101872,Sanjay Mehta,4305,Female,,47,Divorced,Maharashtra,Central,Teacher,Ramayana,7,8854.81
101873,Kavita Joshi,4905,Female,18-25,51,Widowed,Maharashtra,South,Doctor,A Suitable Boy,4,2590.53
101874,Priya Verma,1803,Female,18-25,60,,UP,West,Business,Midnight’s Children,3,2024.92
101875,Anjali Nair,3846,Female,,29,Married,Gujarat,North,Engineer,The Guide,8,4147.26
101876,Vikram Iyer,2603,Female,18-25,46,Single,UP,South,Artist,Interpreter of Maladies,1,6889.31
101877,Neha Gupta,4327,Female,36-45,58,Divorced,Gujarat,East,Teacher,Gitanjali,8,7449.47
101878,Vikram Iyer,3677,Other,26-35,55,Single,Tamil Nadu,,Engineer,Midnight’s Children,1,2024.92
